# Title:                 FLOW SERIES
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       
# missing values are indicated by -999.000
#
# file generation date:  2030-07-21
#
# GRDC-No.:              6343100
# River:                 Vanilla
# Station:               WATERCASTEL
# Country:               Dreamland
# Latitude (DD):       95.5543845
# Longitude (DD):      82.453464
# Catchment area (km2):      11983.0
# Altitude (m ASL):        629.51
# Next downstream station:      7777777
# 
# 
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m3/s
# Time series:           1826-11 - 2016-12
# No. of years:          191
# Last update:           2028-11-29
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 69458
# DATA
YYYY-MM-DD;hh:mm; Value
2006-07-01;--:--;597
2006-07-02;--:--;511
2006-07-03;--:--;507
2006-07-04;--:--;559
2006-07-05;--:--;531
2006-07-06;--:--;537
2006-07-07;--:--;536
2006-07-08;--:--;541
2006-07-09;--:--;505
2006-07-10;--:--;474
2006-07-11;--:--;495
2006-07-12;--:--;507
2006-07-13;--:--;510
2006-07-14;--:--;461
2006-07-15;--:--;426
2006-07-16;--:--;400
2006-07-17;--:--;394
2006-07-18;--:--;432
2006-07-19;--:--;428
2006-07-20;--:--;422
2006-07-21;--:--;436
2006-07-22;--:--;449
2006-07-23;--:--;383
2006-07-24;--:--;383
2006-07-25;--:--;399
2006-07-26;--:--;414
2006-07-27;--:--;431
2006-07-28;--:--;445
2006-07-29;--:--;474
2006-07-30;--:--;421
2006-07-31;--:--;398
2006-08-01;--:--;460
2006-08-02;--:--;484
2006-08-03;--:--;547
2006-08-04;--:--;673
2006-08-05;--:--;618
2006-08-06;--:--;571
2006-08-07;--:--;901
2006-08-08;--:--;777
2006-08-09;--:--;680
2006-08-10;--:--;586
2006-08-11;--:--;541
2006-08-12;--:--;485
2006-08-13;--:--;418
2006-08-14;--:--;437
2006-08-15;--:--;433
2006-08-16;--:--;393
2006-08-17;--:--;406
2006-08-18;--:--;401
2006-08-19;--:--;418
2006-08-20;--:--;387
2006-08-21;--:--;397
2006-08-22;--:--;398
2006-08-23;--:--;376
2006-08-24;--:--;384
2006-08-25;--:--;476
2006-08-26;--:--;372
2006-08-27;--:--;305
2006-08-28;--:--;323
2006-08-29;--:--;440
2006-08-30;--:--;447
2006-08-31;--:--;463
2006-09-01;--:--;382
2006-09-02;--:--;350
2006-09-03;--:--;305
2006-09-04;--:--;332
2006-09-05;--:--;403
2006-09-06;--:--;395
2006-09-07;--:--;360
2006-09-08;--:--;448
2006-09-09;--:--;361
2006-09-10;--:--;281
2006-09-11;--:--;287
2006-09-12;--:--;336
2006-09-13;--:--;303
2006-09-14;--:--;312
2006-09-15;--:--;296
2006-09-16;--:--;323
2006-09-17;--:--;291
2006-09-18;--:--;309
2006-09-19;--:--;367
2006-09-20;--:--;335
2006-09-21;--:--;305
2006-09-22;--:--;294
2006-09-23;--:--;294
2006-09-24;--:--;238
2006-09-25;--:--;245
2006-09-26;--:--;298
2006-09-27;--:--;293
2006-09-28;--:--;268
2006-09-29;--:--;237
2006-09-30;--:--;230
2006-10-01;--:--;201
2006-10-02;--:--;209
2006-10-03;--:--;235
2006-10-04;--:--;418
2006-10-05;--:--;416
2006-10-06;--:--;301
2006-10-07;--:--;274
2006-10-08;--:--;235
2006-10-09;--:--;222
2006-10-10;--:--;262
2006-10-11;--:--;237
2006-10-12;--:--;232
2006-10-13;--:--;252
2006-10-14;--:--;222
2006-10-15;--:--;195
2006-10-16;--:--;195
2006-10-17;--:--;240
2006-10-18;--:--;228
2006-10-19;--:--;214
2006-10-20;--:--;217
2006-10-21;--:--;206
2006-10-22;--:--;171
2006-10-23;--:--;169
2006-10-24;--:--;220
2006-10-25;--:--;235
2006-10-26;--:--;193
2006-10-27;--:--;190
2006-10-28;--:--;197
2006-10-29;--:--;166
2006-10-30;--:--;190
2006-10-31;--:--;202
2006-11-01;--:--;188
2006-11-02;--:--;196
2006-11-03;--:--;229
2006-11-04;--:--;215
2006-11-05;--:--;177
2006-11-06;--:--;177
2006-11-07;--:--;218
2006-11-08;--:--;222
2006-11-09;--:--;217
2006-11-10;--:--;274
2006-11-11;--:--;203
2006-11-12;--:--;264
2006-11-13;--:--;251
2006-11-14;--:--;292
2006-11-15;--:--;298
2006-11-16;--:--;250
2006-11-17;--:--;234
2006-11-18;--:--;217
2006-11-19;--:--;183
2006-11-20;--:--;201
2006-11-21;--:--;219
2006-11-22;--:--;250
2006-11-23;--:--;226
2006-11-24;--:--;195
2006-11-25;--:--;199
2006-11-26;--:--;161
2006-11-27;--:--;178
2006-11-28;--:--;195
2006-11-29;--:--;194
2006-11-30;--:--;187
2006-12-01;--:--;176
2006-12-02;--:--;159
2006-12-03;--:--;144
2006-12-04;--:--;155
2006-12-05;--:--;191
2006-12-06;--:--;185
2006-12-07;--:--;182
2006-12-08;--:--;154
2006-12-09;--:--;163
2006-12-10;--:--;189
2006-12-11;--:--;174
2006-12-12;--:--;185
2006-12-13;--:--;175
2006-12-14;--:--;165
2006-12-15;--:--;160
2006-12-16;--:--;159
2006-12-17;--:--;142
2006-12-18;--:--;160
2006-12-19;--:--;180
2006-12-20;--:--;172
2006-12-21;--:--;168
2006-12-22;--:--;161
2006-12-23;--:--;131
2006-12-24;--:--;127
2006-12-25;--:--;117
2006-12-26;--:--;123
2006-12-27;--:--;124
2006-12-28;--:--;133
2006-12-29;--:--;124
2006-12-30;--:--;122
2006-12-31;--:--;117
2007-01-01;--:--;127
2007-01-02;--:--;130
2007-01-03;--:--;141
2007-01-04;--:--;135
2007-01-05;--:--;140
2007-01-06;--:--;126
2007-01-07;--:--;121
2007-01-08;--:--;131
2007-01-09;--:--;145
2007-01-10;--:--;169
2007-01-11;--:--;159
2007-01-12;--:--;178
2007-01-13;--:--;155
2007-01-14;--:--;138
2007-01-15;--:--;152
2007-01-16;--:--;169
2007-01-17;--:--;168
2007-01-18;--:--;169
2007-01-19;--:--;190
2007-01-20;--:--;228
2007-01-21;--:--;170
2007-01-22;--:--;153
2007-01-23;--:--;183
2007-01-24;--:--;205
2007-01-25;--:--;212
2007-01-26;--:--;188
2007-01-27;--:--;171
2007-01-28;--:--;136
2007-01-29;--:--;146
2007-01-30;--:--;170
2007-01-31;--:--;176
2007-02-01;--:--;175
2007-02-02;--:--;173
2007-02-03;--:--;164
2007-02-04;--:--;141
2007-02-05;--:--;148
2007-02-06;--:--;190
2007-02-07;--:--;193
2007-02-08;--:--;191
2007-02-09;--:--;179
2007-02-10;--:--;154
2007-02-11;--:--;125
2007-02-12;--:--;150
2007-02-13;--:--;181
2007-02-14;--:--;181
2007-02-15;--:--;196
2007-02-16;--:--;195
2007-02-17;--:--;159
2007-02-18;--:--;135
2007-02-19;--:--;153
2007-02-20;--:--;160
2007-02-21;--:--;169
2007-02-22;--:--;177
2007-02-23;--:--;171
2007-02-24;--:--;152
2007-02-25;--:--;127
2007-02-26;--:--;145
2007-02-27;--:--;189
2007-02-28;--:--;217
2007-03-01;--:--;230
2007-03-02;--:--;264
2007-03-03;--:--;228
2007-03-04;--:--;233
2007-03-05;--:--;208
2007-03-06;--:--;217
2007-03-07;--:--;227
2007-03-08;--:--;270
2007-03-09;--:--;243
2007-03-10;--:--;222
2007-03-11;--:--;204
2007-03-12;--:--;200
2007-03-13;--:--;220
2007-03-14;--:--;210
2007-03-15;--:--;202
2007-03-16;--:--;195
2007-03-17;--:--;179
2007-03-18;--:--;161
2007-03-19;--:--;179
2007-03-20;--:--;220
2007-03-21;--:--;219
2007-03-22;--:--;233
2007-03-23;--:--;208
2007-03-24;--:--;210
2007-03-25;--:--;166
2007-03-26;--:--;169
2007-03-27;--:--;199
2007-03-28;--:--;198
2007-03-29;--:--;188
2007-03-30;--:--;208
2007-03-31;--:--;177
2007-04-01;--:--;163
2007-04-02;--:--;174
2007-04-03;--:--;192
2007-04-04;--:--;209
2007-04-05;--:--;208
2007-04-06;--:--;168
2007-04-07;--:--;149
2007-04-08;--:--;149
2007-04-09;--:--;149
2007-04-10;--:--;164
2007-04-11;--:--;199
2007-04-12;--:--;214
2007-04-13;--:--;243
2007-04-14;--:--;243
2007-04-15;--:--;217
2007-04-16;--:--;231
2007-04-17;--:--;269
2007-04-18;--:--;267
2007-04-19;--:--;266
2007-04-20;--:--;245
2007-04-21;--:--;238
2007-04-22;--:--;221
2007-04-23;--:--;239
2007-04-24;--:--;258
2007-04-25;--:--;246
2007-04-26;--:--;248
2007-04-27;--:--;281
2007-04-28;--:--;282
2007-04-29;--:--;233
2007-04-30;--:--;250
2007-05-01;--:--;240
2007-05-02;--:--;233
2007-05-03;--:--;247
2007-05-04;--:--;244
2007-05-05;--:--;233
2007-05-06;--:--;272
2007-05-07;--:--;271
2007-05-08;--:--;264
2007-05-09;--:--;489
2007-05-10;--:--;403
2007-05-11;--:--;306
2007-05-12;--:--;307
2007-05-13;--:--;277
2007-05-14;--:--;288
2007-05-15;--:--;351
2007-05-16;--:--;393
2007-05-17;--:--;336
2007-05-18;--:--;391
2007-05-19;--:--;299
2007-05-20;--:--;278
2007-05-21;--:--;294
2007-05-22;--:--;396
2007-05-23;--:--;429
2007-05-24;--:--;430
2007-05-25;--:--;450
2007-05-26;--:--;442
2007-05-27;--:--;395
2007-05-28;--:--;378
2007-05-29;--:--;513
2007-05-30;--:--;587
2007-05-31;--:--;462
2007-06-01;--:--;455
2007-06-02;--:--;457
2007-06-03;--:--;369
2007-06-04;--:--;386
2007-06-05;--:--;461
2007-06-06;--:--;441
2007-06-07;--:--;422
2007-06-08;--:--;430
2007-06-09;--:--;438
2007-06-10;--:--;397
2007-06-11;--:--;430
2007-06-12;--:--;500
2007-06-13;--:--;480
2007-06-14;--:--;517
2007-06-15;--:--;469
2007-06-16;--:--;500
2007-06-17;--:--;422
2007-06-18;--:--;382
2007-06-19;--:--;443
2007-06-20;--:--;444
2007-06-21;--:--;493
2007-06-22;--:--;513
2007-06-23;--:--;479
2007-06-24;--:--;400
2007-06-25;--:--;415
2007-06-26;--:--;585
2007-06-27;--:--;483
2007-06-28;--:--;439
2007-06-29;--:--;417
2007-06-30;--:--;397
2007-07-01;--:--;345
2007-07-02;--:--;465
2007-07-03;--:--;664
2007-07-04;--:--;687
2007-07-05;--:--;631
2007-07-06;--:--;531
2007-07-07;--:--;463
2007-07-08;--:--;425
2007-07-09;--:--;570
2007-07-10;--:--;898
2007-07-11;--:--;726
2007-07-12;--:--;605
2007-07-13;--:--;516
2007-07-14;--:--;488
2007-07-15;--:--;441
2007-07-16;--:--;454
2007-07-17;--:--;493
2007-07-18;--:--;483
2007-07-19;--:--;479
2007-07-20;--:--;481
2007-07-21;--:--;413
2007-07-22;--:--;389
2007-07-23;--:--;346
2007-07-24;--:--;395
2007-07-25;--:--;382
2007-07-26;--:--;369
2007-07-27;--:--;374
2007-07-28;--:--;335
2007-07-29;--:--;316
2007-07-30;--:--;335
2007-07-31;--:--;322
2007-08-01;--:--;327
2007-08-02;--:--;335
2007-08-03;--:--;452
2007-08-04;--:--;337
2007-08-05;--:--;279
2007-08-06;--:--;285
2007-08-07;--:--;359
2007-08-08;--:--;392
2007-08-09;--:--;457
2007-08-10;--:--;482
2007-08-11;--:--;403
2007-08-12;--:--;363
2007-08-13;--:--;347
2007-08-14;--:--;387
2007-08-15;--:--;364
2007-08-16;--:--;360
2007-08-17;--:--;489
2007-08-18;--:--;441
2007-08-19;--:--;373
2007-08-20;--:--;491
2007-08-21;--:--;457
2007-08-22;--:--;404
2007-08-23;--:--;395
2007-08-24;--:--;390
2007-08-25;--:--;374
2007-08-26;--:--;301
2007-08-27;--:--;309
2007-08-28;--:--;359
2007-08-29;--:--;440
2007-08-30;--:--;659
2007-08-31;--:--;660
2007-09-01;--:--;482
2007-09-02;--:--;424
2007-09-03;--:--;400
2007-09-04;--:--;546
2007-09-05;--:--;662
2007-09-06;--:--;953
2007-09-07;--:--;1120
2007-09-08;--:--;862
2007-09-09;--:--;733
2007-09-10;--:--;637
2007-09-11;--:--;814
2007-09-12;--:--;682
2007-09-13;--:--;589
2007-09-14;--:--;540
2007-09-15;--:--;506
2007-09-16;--:--;431
2007-09-17;--:--;409
2007-09-18;--:--;535
2007-09-19;--:--;602
2007-09-20;--:--;480
2007-09-21;--:--;457
2007-09-22;--:--;391
2007-09-23;--:--;344
2007-09-24;--:--;344
2007-09-25;--:--;380
2007-09-26;--:--;405
2007-09-27;--:--;413
2007-09-28;--:--;431
2007-09-29;--:--;408
2007-09-30;--:--;328
2007-10-01;--:--;316
2007-10-02;--:--;336
2007-10-03;--:--;326
2007-10-04;--:--;302
2007-10-05;--:--;326
2007-10-06;--:--;324
2007-10-07;--:--;290
2007-10-08;--:--;300
2007-10-09;--:--;315
2007-10-10;--:--;314
2007-10-11;--:--;296
2007-10-12;--:--;263
2007-10-13;--:--;279
2007-10-14;--:--;235
2007-10-15;--:--;228
2007-10-16;--:--;256
2007-10-17;--:--;255
2007-10-18;--:--;264
2007-10-19;--:--;247
2007-10-20;--:--;249
2007-10-21;--:--;207
2007-10-22;--:--;235
2007-10-23;--:--;264
2007-10-24;--:--;263
2007-10-25;--:--;279
2007-10-26;--:--;276
2007-10-27;--:--;249
2007-10-28;--:--;225
2007-10-29;--:--;220
2007-10-30;--:--;279
2007-10-31;--:--;257
2007-11-01;--:--;222
2007-11-02;--:--;197
2007-11-03;--:--;199
2007-11-04;--:--;183
2007-11-05;--:--;196
2007-11-06;--:--;208
2007-11-07;--:--;241
2007-11-08;--:--;268
2007-11-09;--:--;246
2007-11-10;--:--;221
2007-11-11;--:--;284
2007-11-12;--:--;371
2007-11-13;--:--;290
2007-11-14;--:--;282
2007-11-15;--:--;286
2007-11-16;--:--;262
2007-11-17;--:--;230
2007-11-18;--:--;193
2007-11-19;--:--;200
2007-11-20;--:--;239
2007-11-21;--:--;229
2007-11-22;--:--;274
2007-11-23;--:--;320
2007-11-24;--:--;337
2007-11-25;--:--;303
2007-11-26;--:--;275
2007-11-27;--:--;270
2007-11-28;--:--;259
2007-11-29;--:--;250
2007-11-30;--:--;228
2007-12-01;--:--;231
2007-12-02;--:--;219
2007-12-03;--:--;230
2007-12-04;--:--;252
2007-12-05;--:--;245
2007-12-06;--:--;236
2007-12-07;--:--;237
2007-12-08;--:--;261
2007-12-09;--:--;232
2007-12-10;--:--;243
2007-12-11;--:--;274
2007-12-12;--:--;289
2007-12-13;--:--;296
2007-12-14;--:--;267
2007-12-15;--:--;245
2007-12-16;--:--;193
2007-12-17;--:--;220
2007-12-18;--:--;229
2007-12-19;--:--;238
2007-12-20;--:--;232
2007-12-21;--:--;221
2007-12-22;--:--;191
2007-12-23;--:--;159
2007-12-24;--:--;156
2007-12-25;--:--;147
2007-12-26;--:--;139
2007-12-27;--:--;138
2007-12-28;--:--;143
2007-12-29;--:--;144
2007-12-30;--:--;140
2007-12-31;--:--;142
2008-01-01;--:--;137
2008-01-02;--:--;155
2008-01-03;--:--;158
2008-01-04;--:--;165
2008-01-05;--:--;150
2008-01-06;--:--;151
2008-01-07;--:--;187
2008-01-08;--:--;222
2008-01-09;--:--;198
2008-01-10;--:--;195
2008-01-11;--:--;194
2008-01-12;--:--;169
2008-01-13;--:--;157
2008-01-14;--:--;163
2008-01-15;--:--;187
2008-01-16;--:--;172
2008-01-17;--:--;216
2008-01-18;--:--;209
2008-01-19;--:--;186
2008-01-20;--:--;172
2008-01-21;--:--;163
2008-01-22;--:--;198
2008-01-23;--:--;201
2008-01-24;--:--;184
2008-01-25;--:--;184
2008-01-26;--:--;161
2008-01-27;--:--;150
2008-01-28;--:--;155
2008-01-29;--:--;203
2008-01-30;--:--;201
2008-01-31;--:--;200
2008-02-01;--:--;178
2008-02-02;--:--;158
2008-02-03;--:--;140
2008-02-04;--:--;143
2008-02-05;--:--;177
2008-02-06;--:--;179
2008-02-07;--:--;207
2008-02-08;--:--;196
2008-02-09;--:--;171
2008-02-10;--:--;149
2008-02-11;--:--;163
2008-02-12;--:--;184
2008-02-13;--:--;177
2008-02-14;--:--;182
2008-02-15;--:--;185
2008-02-16;--:--;153
2008-02-17;--:--;151
2008-02-18;--:--;155
2008-02-19;--:--;191
2008-02-20;--:--;199
2008-02-21;--:--;190
2008-02-22;--:--;157
2008-02-23;--:--;149
2008-02-24;--:--;138
2008-02-25;--:--;156
2008-02-26;--:--;167
2008-02-27;--:--;176
2008-02-28;--:--;192
2008-02-29;--:--;204
2008-03-01;--:--;215
2008-03-02;--:--;217
2008-03-03;--:--;209
2008-03-04;--:--;225
2008-03-05;--:--;219
2008-03-06;--:--;216
2008-03-07;--:--;216
2008-03-08;--:--;209
2008-03-09;--:--;182
2008-03-10;--:--;171
2008-03-11;--:--;195
2008-03-12;--:--;190
2008-03-13;--:--;225
2008-03-14;--:--;227
2008-03-15;--:--;328
2008-03-16;--:--;252
2008-03-17;--:--;250
2008-03-18;--:--;266
2008-03-19;--:--;248
2008-03-20;--:--;231
2008-03-21;--:--;214
2008-03-22;--:--;232
2008-03-23;--:--;198
2008-03-24;--:--;195
2008-03-25;--:--;209
2008-03-26;--:--;221
2008-03-27;--:--;223
2008-03-28;--:--;241
2008-03-29;--:--;197
2008-03-30;--:--;194
2008-03-31;--:--;219
2008-04-01;--:--;260
2008-04-02;--:--;262
2008-04-03;--:--;336
2008-04-04;--:--;311
2008-04-05;--:--;260
2008-04-06;--:--;246
2008-04-07;--:--;270
2008-04-08;--:--;257
2008-04-09;--:--;237
2008-04-10;--:--;281
2008-04-11;--:--;282
2008-04-12;--:--;291
2008-04-13;--:--;232
2008-04-14;--:--;209
2008-04-15;--:--;265
2008-04-16;--:--;255
2008-04-17;--:--;250
2008-04-18;--:--;245
2008-04-19;--:--;239
2008-04-20;--:--;235
2008-04-21;--:--;235
2008-04-22;--:--;394
2008-04-23;--:--;496
2008-04-24;--:--;377
2008-04-25;--:--;408
2008-04-26;--:--;388
2008-04-27;--:--;312
2008-04-28;--:--;322
2008-04-29;--:--;436
2008-04-30;--:--;406
2008-05-01;--:--;365
2008-05-02;--:--;309
2008-05-03;--:--;307
2008-05-04;--:--;315
2008-05-05;--:--;353
2008-05-06;--:--;370
2008-05-07;--:--;393
2008-05-08;--:--;421
2008-05-09;--:--;428
2008-05-10;--:--;454
2008-05-11;--:--;451
2008-05-12;--:--;438
2008-05-13;--:--;462
2008-05-14;--:--;499
2008-05-15;--:--;509
2008-05-16;--:--;535
2008-05-17;--:--;519
2008-05-18;--:--;533
2008-05-19;--:--;605
2008-05-20;--:--;553
2008-05-21;--:--;527
2008-05-22;--:--;501
2008-05-23;--:--;548
2008-05-24;--:--;524
2008-05-25;--:--;516
2008-05-26;--:--;584
2008-05-27;--:--;658
2008-05-28;--:--;868
2008-05-29;--:--;1020
2008-05-30;--:--;1090
2008-05-31;--:--;1030
2008-06-01;--:--;796
2008-06-02;--:--;763
2008-06-03;--:--;792
2008-06-04;--:--;852
2008-06-05;--:--;809
2008-06-06;--:--;800
2008-06-07;--:--;1000
2008-06-08;--:--;878
2008-06-09;--:--;782
2008-06-10;--:--;736
2008-06-11;--:--;741
2008-06-12;--:--;724
2008-06-13;--:--;688
2008-06-14;--:--;599
2008-06-15;--:--;505
2008-06-16;--:--;519
2008-06-17;--:--;510
2008-06-18;--:--;534
2008-06-19;--:--;530
2008-06-20;--:--;552
2008-06-21;--:--;566
2008-06-22;--:--;588
2008-06-23;--:--;674
2008-06-24;--:--;729
2008-06-25;--:--;710
2008-06-26;--:--;767
2008-06-27;--:--;756
2008-06-28;--:--;631
2008-06-29;--:--;583
2008-06-30;--:--;694
2008-07-01;--:--;660
2008-07-02;--:--;665
2008-07-03;--:--;640
2008-07-04;--:--;619
2008-07-05;--:--;555
2008-07-06;--:--;500
2008-07-07;--:--;610
2008-07-08;--:--;828
2008-07-09;--:--;630
2008-07-10;--:--;588
2008-07-11;--:--;555
2008-07-12;--:--;561
2008-07-13;--:--;660
2008-07-14;--:--;1230
2008-07-15;--:--;1120
2008-07-16;--:--;805
2008-07-17;--:--;740
2008-07-18;--:--;712
2008-07-19;--:--;603
2008-07-20;--:--;579
2008-07-21;--:--;842
2008-07-22;--:--;725
2008-07-23;--:--;824
2008-07-24;--:--;725
2008-07-25;--:--;649
2008-07-26;--:--;588
2008-07-27;--:--;579
2008-07-28;--:--;560
2008-07-29;--:--;593
2008-07-30;--:--;646
2008-07-31;--:--;621
2008-08-01;--:--;579
2008-08-02;--:--;620
2008-08-03;--:--;562
2008-08-04;--:--;534
2008-08-05;--:--;518
2008-08-06;--:--;490
2008-08-07;--:--;530
2008-08-08;--:--;625
2008-08-09;--:--;698
2008-08-10;--:--;548
2008-08-11;--:--;506
2008-08-12;--:--;533
2008-08-13;--:--;541
2008-08-14;--:--;544
2008-08-15;--:--;683
2008-08-16;--:--;969
2008-08-17;--:--;664
2008-08-18;--:--;591
2008-08-19;--:--;580
2008-08-20;--:--;570
2008-08-21;--:--;561
2008-08-22;--:--;546
2008-08-23;--:--;598
2008-08-24;--:--;520
2008-08-25;--:--;473
2008-08-26;--:--;464
2008-08-27;--:--;440
2008-08-28;--:--;419
2008-08-29;--:--;404
2008-08-30;--:--;374
2008-08-31;--:--;343
2008-09-01;--:--;382
2008-09-02;--:--;440
2008-09-03;--:--;398
2008-09-04;--:--;407
2008-09-05;--:--;380
2008-09-06;--:--;350
2008-09-07;--:--;337
2008-09-08;--:--;384
2008-09-09;--:--;364
2008-09-10;--:--;360
2008-09-11;--:--;389
2008-09-12;--:--;391
2008-09-13;--:--;329
2008-09-14;--:--;363
2008-09-15;--:--;464
2008-09-16;--:--;456
2008-09-17;--:--;388
2008-09-18;--:--;356
2008-09-19;--:--;334
2008-09-20;--:--;289
2008-09-21;--:--;246
2008-09-22;--:--;267
2008-09-23;--:--;345
2008-09-24;--:--;316
2008-09-25;--:--;268
2008-09-26;--:--;259
2008-09-27;--:--;235
2008-09-28;--:--;209
2008-09-29;--:--;234
2008-09-30;--:--;254
2008-10-01;--:--;255
2008-10-02;--:--;247
2008-10-03;--:--;269
2008-10-04;--:--;266
2008-10-05;--:--;207
2008-10-06;--:--;239
2008-10-07;--:--;307
2008-10-08;--:--;285
2008-10-09;--:--;280
2008-10-10;--:--;268
2008-10-11;--:--;207
2008-10-12;--:--;182
2008-10-13;--:--;200
2008-10-14;--:--;239
2008-10-15;--:--;237
2008-10-16;--:--;247
2008-10-17;--:--;271
2008-10-18;--:--;214
2008-10-19;--:--;173
2008-10-20;--:--;194
2008-10-21;--:--;208
2008-10-22;--:--;231
2008-10-23;--:--;228
2008-10-24;--:--;200
2008-10-25;--:--;184
2008-10-26;--:--;159
2008-10-27;--:--;178
2008-10-28;--:--;212
2008-10-29;--:--;216
2008-10-30;--:--;317
2008-10-31;--:--;255
2008-11-01;--:--;206
2008-11-02;--:--;174
2008-11-03;--:--;193
2008-11-04;--:--;213
2008-11-05;--:--;220
2008-11-06;--:--;221
2008-11-07;--:--;224
2008-11-08;--:--;210
2008-11-09;--:--;177
2008-11-10;--:--;167
2008-11-11;--:--;201
2008-11-12;--:--;200
2008-11-13;--:--;243
2008-11-14;--:--;228
2008-11-15;--:--;185
2008-11-16;--:--;163
2008-11-17;--:--;186
2008-11-18;--:--;216
2008-11-19;--:--;196
2008-11-20;--:--;188
2008-11-21;--:--;224
2008-11-22;--:--;243
2008-11-23;--:--;192
2008-11-24;--:--;197
2008-11-25;--:--;232
2008-11-26;--:--;251
2008-11-27;--:--;203
2008-11-28;--:--;179
2008-11-29;--:--;186
2008-11-30;--:--;166
2008-12-01;--:--;169
2008-12-02;--:--;189
2008-12-03;--:--;211
2008-12-04;--:--;213
2008-12-05;--:--;189
2008-12-06;--:--;181
2008-12-07;--:--;161
2008-12-08;--:--;164
2008-12-09;--:--;198
2008-12-10;--:--;206
2008-12-11;--:--;211
2008-12-12;--:--;208
2008-12-13;--:--;166
2008-12-14;--:--;134
2008-12-15;--:--;147
2008-12-16;--:--;187
2008-12-17;--:--;190
2008-12-18;--:--;177
2008-12-19;--:--;150
2008-12-20;--:--;160
2008-12-21;--:--;377
2008-12-22;--:--;393
2008-12-23;--:--;308
2008-12-24;--:--;250
2008-12-25;--:--;208
2008-12-26;--:--;184
2008-12-27;--:--;173
2008-12-28;--:--;164
2008-12-29;--:--;165
2008-12-30;--:--;167
2008-12-31;--:--;170
2009-01-01;--:--;154
2009-01-02;--:--;143
2009-01-03;--:--;149
2009-01-04;--:--;142
2009-01-05;--:--;131
2009-01-06;--:--;169
2009-01-07;--:--;174
2009-01-08;--:--;195
2009-01-09;--:--;200
2009-01-10;--:--;177
2009-01-11;--:--;144
2009-01-12;--:--;163
2009-01-13;--:--;192
2009-01-14;--:--;204
2009-01-15;--:--;207
2009-01-16;--:--;212
2009-01-17;--:--;156
2009-01-18;--:--;129
2009-01-19;--:--;140
2009-01-20;--:--;169
2009-01-21;--:--;180
2009-01-22;--:--;165
2009-01-23;--:--;143
2009-01-24;--:--;149
2009-01-25;--:--;130
2009-01-26;--:--;132
2009-01-27;--:--;176
2009-01-28;--:--;186
2009-01-29;--:--;184
2009-01-30;--:--;192
2009-01-31;--:--;159
2009-02-01;--:--;135
2009-02-02;--:--;138
2009-02-03;--:--;165
2009-02-04;--:--;181
2009-02-05;--:--;184
2009-02-06;--:--;153
2009-02-07;--:--;134
2009-02-08;--:--;134
2009-02-09;--:--;147
2009-02-10;--:--;172
2009-02-11;--:--;171
2009-02-12;--:--;164
2009-02-13;--:--;170
2009-02-14;--:--;160
2009-02-15;--:--;126
2009-02-16;--:--;146
2009-02-17;--:--;200
2009-02-18;--:--;179
2009-02-19;--:--;172
2009-02-20;--:--;142
2009-02-21;--:--;156
2009-02-22;--:--;136
2009-02-23;--:--;142
2009-02-24;--:--;187
2009-02-25;--:--;170
2009-02-26;--:--;158
2009-02-27;--:--;185
2009-02-28;--:--;207
2009-03-01;--:--;199
2009-03-02;--:--;217
2009-03-03;--:--;258
2009-03-04;--:--;250
2009-03-05;--:--;267
2009-03-06;--:--;249
2009-03-07;--:--;216
2009-03-08;--:--;188
2009-03-09;--:--;211
2009-03-10;--:--;236
2009-03-11;--:--;270
2009-03-12;--:--;244
2009-03-13;--:--;351
2009-03-14;--:--;309
2009-03-15;--:--;274
2009-03-16;--:--;278
2009-03-17;--:--;280
2009-03-18;--:--;267
2009-03-19;--:--;262
2009-03-20;--:--;250
2009-03-21;--:--;212
2009-03-22;--:--;185
2009-03-23;--:--;180
2009-03-24;--:--;226
2009-03-25;--:--;239
2009-03-26;--:--;275
2009-03-27;--:--;266
2009-03-28;--:--;268
2009-03-29;--:--;274
2009-03-30;--:--;320
2009-03-31;--:--;305
2009-04-01;--:--;287
2009-04-02;--:--;338
2009-04-03;--:--;392
2009-04-04;--:--;398
2009-04-05;--:--;405
2009-04-06;--:--;437
2009-04-07;--:--;444
2009-04-08;--:--;459
2009-04-09;--:--;465
2009-04-10;--:--;483
2009-04-11;--:--;451
2009-04-12;--:--;430
2009-04-13;--:--;415
2009-04-14;--:--;427
2009-04-15;--:--;444
2009-04-16;--:--;445
2009-04-17;--:--;478
2009-04-18;--:--;416
2009-04-19;--:--;376
2009-04-20;--:--;401
2009-04-21;--:--;416
2009-04-22;--:--;424
2009-04-23;--:--;451
2009-04-24;--:--;417
2009-04-25;--:--;371
2009-04-26;--:--;368
2009-04-27;--:--;378
2009-04-28;--:--;422
2009-04-29;--:--;427
2009-04-30;--:--;407
2009-05-01;--:--;358
2009-05-02;--:--;384
2009-05-03;--:--;407
2009-05-04;--:--;411
2009-05-05;--:--;421
2009-05-06;--:--;423
2009-05-07;--:--;420
2009-05-08;--:--;408
2009-05-09;--:--;430
2009-05-10;--:--;490
